CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,NumProducts,SupportCalls,ContractType,PaymentMethod,InternetService,Churn
CUST03571,66,60,25.03,1387.11,1,5,Two Year,Electronic Check,Fiber Optic,0
CUST03572,44,49,21.28,1120.52,3,4,One Year,Mailed Check,No,0
CUST03573,57,24,38.3,887.4,3,3,One Year,Credit Card,Fiber Optic,0
CUST03574,39,68,101.09,7501.55,2,0,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03575,45,49,72.35,3413.98,1,0,Two Year,Bank Transfer,No,0
CUST03576,65,46,82.58,3481.96,3,6,Month-to-Month,Mailed Check,DSL,0
CUST03577,33,61,55.77,3415.8,2,7,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03578,36,63,26.87,1600.54,2,2,Month-to-Month,Mailed Check,DSL,0
CUST03579,25,6,105.62,665.76,2,2,Month-to-Month,Mailed Check,DSL,1
CUST03580,30,63,39.19,2546.61,3,4,Month-to-Month,Credit Card,Fiber Optic,0
CUST03581,20,55,23.31,1329.63,5,6,Month-to-Month,Mailed Check,DSL,0
CUST03582,64,15,77.27,1088.0,3,5,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03583,66,22,28.33,649.24,3,5,Month-to-Month,Mailed Check,DSL,1
CUST03584,42,54,29.58,1536.85,2,0,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03585,51,16,100.04,1760.24,3,4,One Year,Mailed Check,DSL,1
CUST03586,32,33,69.16,2388.1,2,7,Month-to-Month,Bank Transfer,No,1
CUST03587,20,49,44.15,2202.51,5,5,One Year,Electronic Check,Fiber Optic,0
CUST03588,47,47,54.86,2767.87,3,8,Month-to-Month,Bank Transfer,No,0
CUST03589,27,65,92.92,6147.96,3,6,Month-to-Month,Credit Card,Fiber Optic,0
CUST03590,66,8,26.64,215.33,1,8,One Year,Mailed Check,DSL,1
CUST03591,33,21,31.65,629.69,5,5,One Year,Bank Transfer,Fiber Optic,0
CUST03592,60,70,81.63,5917.37,3,5,Month-to-Month,Bank Transfer,DSL,0
CUST03593,32,41,80.7,3225.63,1,5,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03594,25,18,117.25,1917.57,1,2,Two Year,Mailed Check,Fiber Optic,0
CUST03595,49,21,57.45,1282.82,2,4,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03596,28,25,26.51,603.3,4,1,Month-to-Month,Mailed Check,No,0
CUST03597,40,40,73.75,3051.81,1,4,Month-to-Month,Mailed Check,DSL,0
CUST03598,34,21,83.83,1639.66,1,1,Two Year,Mailed Check,Fiber Optic,0
CUST03599,68,45,33.96,1507.6,3,4,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03600,46,32,75.29,2582.18,3,9,Two Year,Electronic Check,Fiber Optic,0
CUST03601,59,44,39.78,1608.21,5,4,One Year,Bank Transfer,No,0
CUST03602,51,12,104.47,1295.59,4,7,One Year,Bank Transfer,Fiber Optic,1
CUST03603,69,45,103.52,4763.15,4,4,Month-to-Month,Electronic Check,DSL,0
CUST03604,43,66,62.96,4461.01,2,9,One Year,Electronic Check,No,0
CUST03605,67,10,116.67,1090.38,4,2,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03606,69,24,117.98,3001.22,3,8,Month-to-Month,Mailed Check,No,0
CUST03607,70,50,32.93,1629.83,2,7,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03608,57,44,56.77,2462.29,2,8,One Year,Mailed Check,No,0
CUST03609,73,48,80.03,3735.35,5,1,One Year,Credit Card,DSL,0
CUST03610,60,40,28.48,1113.28,3,8,Two Year,Electronic Check,Fiber Optic,0
CUST03611,35,49,58.27,2866.41,3,9,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03612,26,44,46.12,1869.58,4,2,Two Year,Mailed Check,Fiber Optic,0
CUST03613,29,6,115.21,680.87,2,6,Two Year,Electronic Check,No,0
CUST03614,50,54,61.16,3402.95,2,5,Two Year,Credit Card,Fiber Optic,0
CUST03615,27,32,96.27,3079.43,5,0,One Year,Credit Card,Fiber Optic,0
CUST03616,31,4,58.67,219.0,5,5,Month-to-Month,Electronic Check,DSL,1
CUST03617,53,30,33.18,968.17,3,6,Two Year,Electronic Check,DSL,0
CUST03618,36,31,106.32,3258.17,5,2,One Year,Credit Card,Fiber Optic,1
CUST03619,56,7,20.04,145.03,2,3,One Year,Electronic Check,Fiber Optic,0
CUST03620,74,71,25.59,1962.83,4,5,Month-to-Month,Credit Card,DSL,0
CUST03621,23,16,56.44,912.11,1,9,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03622,54,24,88.69,2203.64,4,0,Month-to-Month,Mailed Check,Fiber Optic,1
CUST03623,64,32,54.17,1586.87,1,9,Month-to-Month,Electronic Check,DSL,1
CUST03624,25,60,26.63,1743.11,2,8,Month-to-Month,Mailed Check,DSL,1
CUST03625,62,53,51.78,2643.12,5,8,Two Year,Electronic Check,Fiber Optic,0
CUST03626,46,55,44.5,2376.07,2,0,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03627,53,17,20.54,329.86,3,5,Month-to-Month,Credit Card,No,0
CUST03628,20,61,73.48,4109.97,5,3,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03629,42,59,31.66,1976.58,5,9,Month-to-Month,Bank Transfer,DSL,0
CUST03630,38,33,48.75,1525.24,3,7,Month-to-Month,Electronic Check,No,1
CUST03631,26,39,84.12,3138.06,1,6,One Year,Bank Transfer,DSL,0
CUST03632,61,3,92.51,259.87,2,0,Two Year,Electronic Check,Fiber Optic,0
CUST03633,46,54,46.35,2740.36,4,8,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03634,68,69,52.92,3856.67,2,4,Month-to-Month,Bank Transfer,No,0
CUST03635,27,34,44.69,1650.14,4,1,One Year,Credit Card,Fiber Optic,0
CUST03636,59,39,115.69,4838.27,5,8,Month-to-Month,Credit Card,DSL,0
CUST03637,52,36,39.05,1520.11,4,9,One Year,Electronic Check,Fiber Optic,0
CUST03638,55,6,38.32,228.94,4,4,One Year,Electronic Check,DSL,1
CUST03639,35,45,64.5,2711.4,3,6,Two Year,Electronic Check,DSL,0
CUST03640,57,52,38.93,1954.3,1,6,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03641,32,66,35.67,2256.55,3,3,Two Year,Electronic Check,Fiber Optic,0
CUST03642,61,67,29.59,2068.48,5,7,Two Year,Credit Card,No,0
CUST03643,43,35,84.02,2661.64,4,9,Month-to-Month,Credit Card,DSL,0
CUST03644,45,69,81.21,5202.21,4,9,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03645,51,38,85.02,3348.79,5,6,Month-to-Month,Electronic Check,No,0
CUST03646,22,46,97.33,4140.0,2,3,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03647,38,43,52.64,2058.87,2,9,Two Year,Mailed Check,Fiber Optic,0
CUST03648,29,71,111.84,7320.18,5,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03649,72,53,93.32,5134.6,3,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03650,42,9,100.47,839.01,4,3,Month-to-Month,Credit Card,Fiber Optic,0
CUST03651,18,6,92.1,513.49,4,5,One Year,Bank Transfer,No,0
CUST03652,19,30,55.85,1585.0,1,5,Two Year,Electronic Check,DSL,0
CUST03653,70,37,48.3,1876.91,2,7,One Year,Electronic Check,DSL,0
CUST03654,26,48,62.25,2809.01,2,5,One Year,Bank Transfer,Fiber Optic,0
CUST03655,18,35,29.7,943.0,1,0,Month-to-Month,Electronic Check,DSL,0
CUST03656,30,37,65.13,2605.34,4,1,One Year,Credit Card,DSL,0
CUST03657,30,66,24.31,1725.51,5,7,Month-to-Month,Mailed Check,DSL,0
CUST03658,22,24,20.39,458.62,5,6,Month-to-Month,Credit Card,Fiber Optic,0
CUST03659,74,36,113.15,3882.23,1,6,One Year,Bank Transfer,Fiber Optic,0
CUST03660,21,40,88.93,3335.77,3,4,Two Year,Credit Card,No,0
CUST03661,59,34,76.18,2704.01,2,2,One Year,Bank Transfer,DSL,0
CUST03662,65,69,54.11,3546.93,1,3,One Year,Bank Transfer,Fiber Optic,0
CUST03663,54,69,77.05,5775.49,4,6,Month-to-Month,Electronic Check,DSL,0
CUST03664,25,37,109.16,4303.49,5,5,Month-to-Month,Bank Transfer,DSL,1
CUST03665,59,32,85.24,2775.84,1,1,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03666,36,42,80.25,3039.41,4,3,One Year,Mailed Check,DSL,0
CUST03667,41,13,66.02,924.12,1,8,One Year,Mailed Check,Fiber Optic,1
CUST03668,32,31,54.57,1768.72,5,5,One Year,Electronic Check,Fiber Optic,0
CUST03669,62,16,89.85,1520.46,1,8,Month-to-Month,Mailed Check,Fiber Optic,1
CUST03670,51,11,118.1,1187.83,3,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03671,26,7,62.48,455.57,1,4,Month-to-Month,Mailed Check,No,1
CUST03672,41,42,59.22,2638.78,3,9,One Year,Mailed Check,DSL,0
CUST03673,63,1,62.81,68.55,3,5,Two Year,Credit Card,No,1
CUST03674,71,46,62.55,2923.81,3,1,Month-to-Month,Mailed Check,DSL,0
CUST03675,71,31,119.06,3696.87,5,4,One Year,Credit Card,Fiber Optic,0
CUST03676,25,27,90.68,2411.77,5,6,One Year,Credit Card,No,0
CUST03677,66,55,55.92,3199.33,2,3,Month-to-Month,Electronic Check,DSL,0
CUST03678,50,39,57.15,2416.45,5,4,Month-to-Month,Bank Transfer,No,0
CUST03679,60,53,63.08,3409.92,3,8,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03680,39,51,23.67,1141.39,1,4,Two Year,Credit Card,No,0
CUST03681,55,3,72.78,197.28,4,3,Month-to-Month,Mailed Check,DSL,0
CUST03682,32,16,101.14,1656.76,4,1,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03683,47,41,86.06,3785.61,2,4,Month-to-Month,Electronic Check,DSL,1
CUST03684,30,70,39.84,2546.85,3,7,One Year,Bank Transfer,DSL,0
CUST03685,40,11,92.8,999.93,3,2,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03686,41,8,91.95,800.3,1,4,Two Year,Mailed Check,Fiber Optic,0
CUST03687,67,67,46.25,3100.05,2,6,Month-to-Month,Credit Card,Fiber Optic,0
CUST03688,53,69,82.29,5360.62,3,9,Two Year,Electronic Check,Fiber Optic,0
CUST03689,54,12,81.09,944.66,2,8,One Year,Bank Transfer,No,1
CUST03690,34,29,103.98,2959.99,5,2,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03691,42,45,33.61,1396.57,2,1,One Year,Electronic Check,Fiber Optic,0
CUST03692,44,14,39.48,570.55,4,6,One Year,Electronic Check,Fiber Optic,0
CUST03693,62,24,68.6,1676.67,1,2,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03694,28,29,24.41,728.94,2,3,One Year,Credit Card,DSL,0
CUST03695,21,46,61.56,2894.48,5,1,One Year,Bank Transfer,Fiber Optic,0
CUST03696,46,22,98.82,1963.92,5,7,One Year,Mailed Check,DSL,0
CUST03697,64,30,34.87,978.03,5,1,One Year,Credit Card,Fiber Optic,0
CUST03698,59,21,65.99,1293.2,1,3,One Year,Electronic Check,DSL,1
CUST03699,64,54,118.98,5908.14,5,4,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03700,40,11,70.59,813.08,2,0,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03701,31,17,69.83,1096.96,1,7,Month-to-Month,Bank Transfer,No,1
CUST03702,55,18,75.88,1411.77,1,6,One Year,Mailed Check,Fiber Optic,0
CUST03703,20,65,38.6,2347.64,4,5,Month-to-Month,Bank Transfer,No,0
CUST03704,69,68,34.72,2180.5,3,1,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03705,58,36,87.74,2945.3,3,0,One Year,Bank Transfer,DSL,0
CUST03706,46,12,59.58,716.12,5,0,Month-to-Month,Credit Card,Fiber Optic,0
CUST03707,29,54,48.99,2722.47,1,6,Month-to-Month,Mailed Check,Fiber Optic,1
CUST03708,32,35,23.14,860.39,1,7,Two Year,Electronic Check,DSL,1
CUST03709,74,61,104.61,5906.89,5,7,One Year,Bank Transfer,Fiber Optic,0
CUST03710,18,26,23.23,618.09,4,8,One Year,Electronic Check,DSL,0
CUST03711,18,71,95.0,7114.28,4,3,Month-to-Month,Electronic Check,No,0
CUST03712,37,58,58.2,3248.89,3,0,One Year,Bank Transfer,Fiber Optic,0
CUST03713,31,16,79.87,1170.48,1,2,Two Year,Mailed Check,DSL,0
CUST03714,56,52,44.77,2167.74,3,7,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03715,20,21,35.54,685.37,5,7,Month-to-Month,Electronic Check,No,1
CUST03716,62,25,73.34,1975.46,1,5,Month-to-Month,Electronic Check,No,1
CUST03717,62,18,89.56,1572.36,1,0,Two Year,Bank Transfer,No,0
CUST03718,31,49,39.55,1946.97,2,7,Month-to-Month,Bank Transfer,No,1
CUST03719,50,19,63.64,1274.06,3,8,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03720,56,46,64.47,2889.2,4,2,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03721,66,42,41.6,1799.21,1,8,Two Year,Electronic Check,Fiber Optic,0
CUST03722,59,54,76.5,3781.5,5,6,Month-to-Month,Mailed Check,No,0
CUST03723,72,71,34.59,2446.76,1,8,Month-to-Month,Credit Card,DSL,0
CUST03724,24,1,70.97,65.25,2,6,Two Year,Electronic Check,Fiber Optic,1
CUST03725,52,71,31.34,2113.33,5,0,Month-to-Month,Mailed Check,DSL,0
CUST03726,62,8,68.55,525.77,2,6,One Year,Electronic Check,No,0
CUST03727,31,38,51.16,2028.68,3,1,Month-to-Month,Electronic Check,DSL,0
CUST03728,30,25,65.22,1687.4,3,2,Month-to-Month,Bank Transfer,No,0
CUST03729,23,46,63.37,3059.31,2,8,Month-to-Month,Mailed Check,No,1
CUST03730,74,52,110.79,5256.28,3,9,Month-to-Month,Electronic Check,DSL,1
CUST03731,67,62,68.99,4700.15,4,4,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03732,24,29,101.85,2690.43,1,2,One Year,Electronic Check,Fiber Optic,1
CUST03733,31,67,42.57,3037.67,5,3,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03734,44,23,55.21,1330.81,1,2,Month-to-Month,Bank Transfer,DSL,0
CUST03735,68,15,27.51,420.21,5,5,One Year,Electronic Check,Fiber Optic,0
CUST03736,65,27,62.07,1655.52,5,4,Two Year,Mailed Check,Fiber Optic,0
CUST03737,68,38,86.87,3470.82,5,0,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03738,65,48,103.82,5222.25,4,6,Month-to-Month,Credit Card,Fiber Optic,0
CUST03739,53,60,76.59,4262.02,5,6,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03740,34,16,84.01,1422.78,5,6,Two Year,Mailed Check,DSL,0
CUST03741,52,22,37.73,760.03,4,9,Two Year,Electronic Check,DSL,0
CUST03742,46,67,23.72,1589.45,5,7,Month-to-Month,Electronic Check,DSL,0
CUST03743,72,32,99.17,3265.48,2,6,Month-to-Month,Electronic Check,No,1
CUST03744,43,18,36.7,703.17,5,2,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03745,61,70,29.12,2023.15,5,4,One Year,Electronic Check,Fiber Optic,0
CUST03746,27,32,113.76,3448.62,4,4,Month-to-Month,Credit Card,No,1
CUST03747,56,70,116.35,8129.43,1,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03748,43,66,81.63,5118.16,2,4,Month-to-Month,Credit Card,Fiber Optic,0
CUST03749,42,65,57.86,3782.75,1,6,One Year,Electronic Check,No,0
CUST03750,61,42,103.32,4307.07,3,5,Two Year,Electronic Check,Fiber Optic,0
CUST03751,45,57,40.47,2436.32,3,0,Month-to-Month,Bank Transfer,DSL,0
CUST03752,21,69,62.94,4117.06,5,9,Two Year,Mailed Check,Fiber Optic,0
CUST03753,40,20,55.7,1047.19,2,6,Month-to-Month,Mailed Check,No,0
CUST03754,72,3,111.27,332.09,1,2,One Year,Credit Card,Fiber Optic,0
CUST03755,71,23,111.98,2343.95,4,0,Two Year,Bank Transfer,Fiber Optic,0
CUST03756,53,46,85.09,3702.2,1,9,One Year,Credit Card,Fiber Optic,0
CUST03757,54,39,31.07,1176.43,5,3,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03758,32,6,68.22,408.3,1,0,Month-to-Month,Bank Transfer,DSL,1
CUST03759,62,40,44.53,1699.17,3,6,Two Year,Bank Transfer,No,0
CUST03760,52,13,108.49,1427.49,5,0,One Year,Bank Transfer,DSL,0
CUST03761,20,36,33.84,1310.45,3,2,Month-to-Month,Bank Transfer,No,0
CUST03762,72,41,25.43,1051.79,5,8,One Year,Bank Transfer,Fiber Optic,0
CUST03763,66,46,90.44,3983.01,3,0,Month-to-Month,Credit Card,Fiber Optic,0
CUST03764,22,30,65.33,1788.17,4,7,Month-to-Month,Electronic Check,No,0
CUST03765,41,29,103.84,2792.44,4,6,Two Year,Electronic Check,No,1
CUST03766,60,49,27.46,1362.16,3,3,Month-to-Month,Electronic Check,DSL,0
CUST03767,60,54,100.11,5604.43,1,2,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03768,27,58,23.73,1252.56,5,4,Month-to-Month,Bank Transfer,DSL,0
CUST03769,20,24,22.81,512.94,1,5,Two Year,Mailed Check,DSL,0
CUST03770,74,31,66.13,1975.9,2,8,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03771,68,24,42.13,974.65,4,2,Month-to-Month,Credit Card,No,0
CUST03772,60,38,79.37,3292.65,4,5,Month-to-Month,Credit Card,No,1
CUST03773,55,10,22.58,212.44,3,6,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03774,57,31,23.54,665.86,3,0,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03775,44,14,92.71,1259.85,3,8,Month-to-Month,Electronic Check,DSL,1
CUST03776,57,38,41.02,1444.67,5,9,Month-to-Month,Mailed Check,DSL,1
CUST03777,35,61,85.64,4833.99,2,0,One Year,Mailed Check,Fiber Optic,0
CUST03778,22,70,94.99,6526.37,5,2,Month-to-Month,Electronic Check,No,0
CUST03779,35,32,25.93,797.73,1,7,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03780,34,4,96.98,356.23,4,8,One Year,Mailed Check,DSL,1
CUST03781,35,17,46.84,812.93,4,1,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03782,44,8,58.95,471.8,4,9,Month-to-Month,Bank Transfer,DSL,1
CUST03783,25,54,28.66,1416.93,3,3,Two Year,Mailed Check,No,0
CUST03784,41,70,103.86,7797.87,4,2,One Year,Electronic Check,DSL,0
CUST03785,44,40,76.07,2911.9,3,3,One Year,Electronic Check,Fiber Optic,0
CUST03786,28,13,70.47,1000.6,3,6,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03787,43,2,116.86,253.88,5,2,Two Year,Mailed Check,DSL,0
CUST03788,56,70,53.45,3692.22,4,5,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03789,41,23,109.08,2372.6,4,0,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03790,18,8,91.97,785.02,5,1,Two Year,Credit Card,DSL,0
CUST03791,58,13,112.85,1426.39,2,7,Month-to-Month,Credit Card,Fiber Optic,1
CUST03792,50,19,110.78,1963.19,3,3,One Year,Mailed Check,No,1
CUST03793,41,47,119.1,5655.62,4,7,Month-to-Month,Credit Card,DSL,0
CUST03794,19,64,33.17,2118.23,4,7,Month-to-Month,Mailed Check,DSL,0
CUST03795,23,20,99.6,2131.48,1,9,One Year,Electronic Check,Fiber Optic,1
CUST03796,22,49,100.45,5147.73,4,1,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03797,66,5,84.44,453.95,1,9,One Year,Electronic Check,No,1
CUST03798,35,1,47.89,50.13,3,8,Month-to-Month,Mailed Check,DSL,1
CUST03799,42,4,116.51,479.31,4,4,Month-to-Month,Credit Card,No,1
CUST03800,57,66,40.44,2669.28,2,1,One Year,Mailed Check,Fiber Optic,0
CUST03801,55,42,69.96,3224.72,1,1,Month-to-Month,Electronic Check,DSL,1
CUST03802,21,58,72.15,4568.91,4,5,One Year,Electronic Check,Fiber Optic,1
CUST03803,71,2,36.18,77.41,2,0,Month-to-Month,Credit Card,Fiber Optic,0
CUST03804,33,2,92.25,194.67,5,0,Month-to-Month,Electronic Check,DSL,1
CUST03805,61,61,28.89,1789.42,5,5,Month-to-Month,Credit Card,DSL,0
CUST03806,65,8,89.31,680.15,2,5,One Year,Electronic Check,DSL,1
CUST03807,48,12,104.86,1352.82,4,8,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03808,27,37,54.94,1833.89,2,9,Month-to-Month,Electronic Check,DSL,0
CUST03809,49,44,90.94,3783.32,5,2,Two Year,Electronic Check,DSL,0
CUST03810,31,17,35.68,594.84,2,3,Month-to-Month,Electronic Check,DSL,1
CUST03811,66,32,104.59,3404.71,5,1,One Year,Electronic Check,Fiber Optic,0
CUST03812,61,48,115.2,5597.08,4,2,Month-to-Month,Electronic Check,No,1
CUST03813,64,32,35.27,1055.44,2,4,Month-to-Month,Electronic Check,DSL,1
CUST03814,65,28,89.19,2299.83,5,9,Month-to-Month,Bank Transfer,No,1
CUST03815,28,6,70.58,399.98,4,8,Month-to-Month,Mailed Check,Fiber Optic,1
CUST03816,19,33,73.15,2340.91,4,9,One Year,Electronic Check,No,0
CUST03817,53,57,90.65,4664.82,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST03818,52,45,68.87,3218.63,2,6,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03819,67,64,80.03,4863.66,4,7,One Year,Credit Card,No,0
CUST03820,54,9,43.09,376.29,1,2,One Year,Mailed Check,Fiber Optic,0
CUST03821,63,1,57.85,55.94,2,4,Month-to-Month,Mailed Check,No,1
CUST03822,37,39,106.52,4164.27,1,5,Month-to-Month,Credit Card,No,0
CUST03823,25,13,30.99,431.86,1,3,Month-to-Month,Credit Card,Fiber Optic,1
CUST03824,20,43,79.76,3189.09,1,4,Two Year,Credit Card,Fiber Optic,0
CUST03825,42,65,38.43,2418.3,1,4,One Year,Bank Transfer,Fiber Optic,0
CUST03826,18,24,104.65,2608.16,5,0,One Year,Bank Transfer,Fiber Optic,0
CUST03827,47,40,77.9,2832.12,4,7,Month-to-Month,Credit Card,Fiber Optic,0
CUST03828,40,49,60.3,3149.95,5,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03829,32,11,44.98,540.51,1,7,Month-to-Month,Electronic Check,DSL,1
CUST03830,51,64,63.68,4163.55,5,9,Month-to-Month,Credit Card,No,0
CUST03831,56,15,115.76,1894.96,3,4,Month-to-Month,Credit Card,DSL,1
CUST03832,20,58,70.92,4041.89,4,0,Month-to-Month,Electronic Check,DSL,1
CUST03833,45,47,66.95,3093.13,5,2,Month-to-Month,Electronic Check,DSL,0
CUST03834,71,11,94.63,958.93,2,8,Month-to-Month,Credit Card,DSL,1
CUST03835,34,52,57.9,2731.29,4,1,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03836,62,14,62.74,833.51,4,5,Month-to-Month,Bank Transfer,DSL,1
CUST03837,37,43,53.69,2298.78,3,0,One Year,Electronic Check,DSL,0
CUST03838,33,69,35.09,2425.07,3,3,One Year,Electronic Check,DSL,0
CUST03839,66,68,91.38,5862.91,2,1,Month-to-Month,Bank Transfer,DSL,0
CUST03840,38,62,107.3,6802.89,1,1,One Year,Credit Card,No,0
CUST03841,67,36,110.56,3726.36,5,1,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03842,55,40,108.08,4172.95,4,5,Month-to-Month,Electronic Check,DSL,0
CUST03843,64,22,65.18,1346.66,3,6,Two Year,Electronic Check,Fiber Optic,0
CUST03844,64,66,48.41,3320.5,4,2,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03845,70,34,83.79,2858.38,3,8,One Year,Credit Card,Fiber Optic,0
CUST03846,49,55,115.47,6650.77,2,3,Month-to-Month,Mailed Check,DSL,1
CUST03847,72,26,92.71,2196.9,5,7,Month-to-Month,Credit Card,Fiber Optic,1
CUST03848,21,53,69.48,3627.72,5,5,Month-to-Month,Credit Card,DSL,0
CUST03849,46,16,88.88,1554.91,2,7,Month-to-Month,Mailed Check,DSL,0
CUST03850,40,53,97.25,4694.28,5,9,Month-to-Month,Electronic Check,No,1
CUST03851,23,4,111.93,440.4,3,9,Month-to-Month,Credit Card,Fiber Optic,1
CUST03852,67,8,96.32,699.74,4,5,Month-to-Month,Electronic Check,DSL,1
CUST03853,63,26,63.32,1529.95,1,9,Month-to-Month,Credit Card,DSL,1
CUST03854,60,35,47.36,1645.2,3,7,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03855,54,51,69.99,3324.9,1,2,Month-to-Month,Electronic Check,DSL,0
CUST03856,52,26,52.82,1378.41,5,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03857,39,2,114.28,247.88,2,1,Month-to-Month,Mailed Check,DSL,1
CUST03858,56,24,70.8,1597.31,2,4,One Year,Bank Transfer,DSL,0
CUST03859,73,32,67.21,1981.62,4,1,Two Year,Bank Transfer,Fiber Optic,0
CUST03860,32,39,54.82,2277.05,5,7,Month-to-Month,Electronic Check,DSL,0
CUST03861,37,46,83.94,3830.59,2,8,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03862,24,18,72.01,1395.27,4,8,Two Year,Mailed Check,DSL,1
CUST03863,69,44,32.9,1391.68,4,1,One Year,Credit Card,No,0
CUST03864,48,45,106.92,4934.16,3,2,Two Year,Credit Card,Fiber Optic,0
CUST03865,51,56,55.9,3395.51,5,3,One Year,Bank Transfer,DSL,0
CUST03866,33,38,63.26,2245.96,1,1,One Year,Credit Card,DSL,1
CUST03867,20,58,40.57,2494.38,5,5,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03868,63,16,75.34,1237.14,3,0,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03869,67,51,90.21,4888.42,1,6,One Year,Electronic Check,Fiber Optic,0
CUST03870,37,4,108.12,403.98,5,5,Month-to-Month,Credit Card,DSL,0
CUST03871,61,8,25.16,198.63,4,5,One Year,Mailed Check,Fiber Optic,0
CUST03872,50,62,117.33,6734.64,5,9,Two Year,Credit Card,DSL,0
CUST03873,54,34,90.38,3355.74,1,7,Month-to-Month,Mailed Check,DSL,0
CUST03874,27,45,48.43,1988.74,4,2,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03875,53,43,40.45,1588.1,4,5,Two Year,Mailed Check,Fiber Optic,1
CUST03876,27,50,49.61,2677.96,5,8,Two Year,Bank Transfer,Fiber Optic,0
CUST03877,30,18,107.57,1859.15,2,8,Two Year,Mailed Check,DSL,0
CUST03878,38,13,49.14,651.2,5,6,One Year,Credit Card,DSL,1
CUST03879,30,4,66.28,253.86,4,0,Two Year,Bank Transfer,Fiber Optic,1
CUST03880,69,62,90.57,5782.65,2,4,Month-to-Month,Mailed Check,Fiber Optic,0
CUST03881,19,16,107.2,1609.69,2,8,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST03882,69,41,85.86,3491.18,5,0,Month-to-Month,Electronic Check,Fiber Optic,1
CUST03883,26,33,95.31,3166.33,4,5,Month-to-Month,Credit Card,Fiber Optic,0
CUST03884,67,12,37.33,433.09,1,5,Two Year,Electronic Check,Fiber Optic,0
CUST03885,37,30,107.74,3071.71,1,2,Month-to-Month,Bank Transfer,No,1
CUST03886,70,6,47.57,264.89,5,3,One Year,Mailed Check,No,0
CUST03887,48,13,32.84,444.49,1,9,Month-to-Month,Electronic Check,Fiber Optic,0
CUST03888,45,10,117.62,1098.21,2,5,One Year,Bank Transfer,Fiber Optic,0
